R2 Score
-1158.948486328125
-568.1869506835938
-283.0093994140625
-95.65682220458984
-23.213441848754883
-121.46398162841797
-179.12673950195312
-155.89109802246094
-99.12555694580078
-53.64158248901367
-33.300048828125
-24.759857177734375
-19.080556869506836
-19.650516510009766
-28.650346755981445
-40.132408142089844
-45.78825378417969
-42.15845489501953
-32.30335998535156
-22.473867416381836
-16.977359771728516
-15.317497253417969
-14.622811317443848
-13.987915992736816
-14.9267578125
-18.25870132446289
-22.113191604614258
-23.60556983947754
-21.3627872467041
-16.52461814880371
-11.566193580627441
-8.371222496032715
-7.181306838989258
-7.256199836730957
-8.166075706481934
-9.996074676513672
-12.510734558105469
-14.656044960021973
-15.282569885253906
-14.037537574768066
-11.702980041503906
-9.368139266967773
-7.800500869750977
-7.130640029907227
-7.221924781799316
-8.009756088256836
-9.359787940979004
-10.792901992797852
-11.616357803344727
-11.415865898132324
-10.370827674865723
-9.065678596496582
-8.0556640625
-7.572150230407715
-7.642248153686523
-8.201650619506836
-9.086034774780273
-9.957937240600586
-10.410754203796387
-10.228477478027344
-9.538832664489746
-8.701997756958008
-8.064692497253418
-7.811781883239746
-7.975780487060547
-8.476600646972656
-9.11224365234375
-9.611570358276367
-9.75162124633789
-9.495087623596191
-9.006821632385254
-8.533905029296875
-8.269392967224121
-8.293931007385254
-8.577298164367676
-8.993907928466797
-9.358783721923828
-9.507635116577148
-9.390302658081055
-9.095564842224121
-8.786588668823242
-8.607531547546387
-8.625931739807129
-8.821295738220215
-9.098869323730469
-9.327113151550293
-9.400890350341797
-9.299671173095703
-9.095504760742188
-8.905241012573242
-8.826148986816406
-8.894728660583496
-9.078018188476562
-9.290940284729004
-9.437169075012207
-9.46076488494873
-9.37612247467041
-9.254096984863281
-9.176255226135254
-9.189682960510254
-9.286575317382812
-9.412359237670898
-9.497884750366211
-9.500417709350586
-9.428739547729492
-9.333722114562988
-9.275717735290527
-9.289069175720215
-9.36234188079834
-9.45140552520752
-9.50288200378418
-9.491508483886719
-9.422538757324219
-9.358590126037598
-9.337818145751953
-9.382817268371582
-9.479968070983887
-9.587043762207031
-9.638726234436035
-9.621889114379883
-9.61086654663086
-9.598432540893555
-9.6212739944458
-9.65630054473877
-9.703840255737305
-9.772622108459473
-9.840576171875
-9.842423439025879
-9.834588050842285
-9.771331787109375
-9.69446849822998
-9.629019737243652
-9.639062881469727
-9.697944641113281
-9.75124454498291
-9.82606029510498
-9.68049430847168
-9.81455135345459
-10.117914199829102
-9.947576522827148
-9.804003715515137
-9.47797679901123
-9.324369430541992
-9.162357330322266
-9.302175521850586
-9.374314308166504
-9.508543968200684
-9.397771835327148
-9.138577461242676
-9.17444133758545
-9.719931602478027
-10.4533052444458
-10.732304573059082
-10.720230102539062
-10.78687572479248
-11.02789306640625
-11.318815231323242
-11.334517478942871
-10.938684463500977
-10.660487174987793
-10.654790878295898
-11.244104385375977
-11.256789207458496
-11.679553985595703
-11.681906700134277
-11.657536506652832
-11.951251029968262
-12.272451400756836
-12.268259048461914
-13.150327682495117
-12.821690559387207
-12.593716621398926
-13.669038772583008
-13.604498863220215
-13.19605827331543
-13.475313186645508
-14.961629867553711
-16.240684509277344
-16.044208526611328
-15.142425537109375
-15.288415908813477
-15.976533889770508
-18.07764434814453
-12.84022331237793
-10.236244201660156
-10.943799018859863
-16.376354217529297
-17.375608444213867
-14.40659236907959
-12.288745880126953
-15.145971298217773
-17.977201461791992
-17.93010902404785
-17.526321411132812
-16.27991485595703
-16.094310760498047
-15.84965705871582
-15.926774978637695
-15.484346389770508
-12.593339920043945
-14.96628475189209
-14.252726554870605
-16.63019371032715
-10.007068634033203
-14.197165489196777
-19.978330612182617
-17.052635192871094
-11.891267776489258
-11.628602027893066
-14.929850578308105
-11.081595420837402
-8.836685180664062
-7.154123306274414
-11.881380081176758
-10.057581901550293
-15.520818710327148
-18.30353355407715
-15.465532302856445
-12.917343139648438
-13.159966468811035
-13.4641695022583
-10.855640411376953
-10.199698448181152
-12.036894798278809
-13.152705192565918
-11.849431037902832
-9.834334373474121
-10.981822967529297
-13.116168022155762
-15.104839324951172
-14.253620147705078
-11.455323219299316
-13.0294189453125
-13.193548202514648
-10.824617385864258
-10.546011924743652
-7.982508659362793
-6.19786262512207
-5.924590110778809
-5.191977500915527
-3.04732608795166
-3.9309024810791016
-5.306344032287598
-4.411856651306152
-7.334516525268555
-4.026592254638672
-1.479278564453125
-2.3668477535247803
-3.9343385696411133
-4.77351188659668
-6.375579357147217
-3.096813201904297
-3.548190116882324
-0.7847205400466919
-1.4483082294464111
-0.6176762580871582
-0.8166383504867554
-0.6768991947174072
-1.3935818672180176
-1.8725345134735107
-3.187138557434082
-1.3075222969055176
-1.7915904521942139
-1.9550755023956299
0.013217687606811523
0.0004572272300720215
-0.30513060092926025
-0.440920352935791
-1.2378418445587158
-2.0665016174316406
-3.5508108139038086
-0.5409278869628906
-2.9926514625549316
-1.8921897411346436
-1.342402458190918
-2.9586849212646484
-2.319915533065796
-2.8304603099823
-2.3429324626922607
-1.2070856094360352
-1.4264349937438965
-2.1571226119995117
-1.3620030879974365
-0.9180417060852051
-0.9518750905990601
-0.8165997266769409
-0.8795963525772095
-1.019338846206665
-1.0869309902191162
-1.2423899173736572
-1.1095478534698486
-1.0752170085906982
-0.9700945615768433
-1.0986127853393555
-1.1074199676513672
-0.9281718730926514
-0.7705965042114258
-0.7234010696411133
-0.6650482416152954
-0.6008975505828857
-0.5185019969940186
-0.5219223499298096
-0.38552069664001465
-0.38768088817596436
-0.403373122215271
-0.7985466718673706
-0.6819338798522949
-0.17305481433868408
-0.22129416465759277
-0.14850890636444092
-0.07991635799407959
-0.06910276412963867
0.008474528789520264
-0.15849673748016357
-0.9612118005752563
-0.4143773317337036
0.0418049693107605
-0.0354764461517334
0.1086621880531311
-0.08457839488983154
-0.12238407135009766
-0.19808363914489746
-0.47349464893341064
-0.41319870948791504
-0.26679790019989014
-0.3347654342651367
-0.22105717658996582
-0.018679261207580566
-0.025663375854492188
-0.016895174980163574
-0.06918489933013916
0.03653746843338013
0.0755125880241394
0.0185927152633667
0.07595443725585938
0.05561482906341553
-0.054645657539367676
-0.0030878782272338867
0.0219571590423584
-0.014704585075378418
0.007424056529998779
-0.039259910583496094
-0.09749877452850342
-0.0047299861907958984
-0.04378068447113037
-0.0001773834228515625
-0.060066938400268555
-0.007490277290344238
0.06524485349655151
-0.0003643035888671875
0.06082808971405029
-0.11108851432800293
0.0939713716506958
-0.04047954082489014
0.12576842308044434
-0.002335190773010254
0.13457822799682617
0.08983665704727173
0.12040305137634277
0.1244574785232544
0.10173708200454712
0.14417916536331177
0.1271367073059082
0.06827640533447266
0.1278364658355713
0.08094263076782227
0.11620664596557617
0.1393776535987854
0.018136143684387207
0.1406918168067932
0.12257665395736694
0.16347002983093262
0.18697339296340942
0.03535020351409912
0.1431899070739746
0.0919066071510315
0.1366778016090393
0.1921253204345703
0.09983950853347778
0.17984247207641602
0.08240216970443726
0.21803224086761475
0.08568871021270752
0.2272038459777832
0.19248783588409424
0.18170183897018433
0.21306824684143066
0.22625303268432617
0.24969661235809326
0.2891008257865906
0.2166658639907837
0.28636831045150757
0.24960726499557495
0.2986576557159424
0.1679118275642395
0.3144577741622925
0.08500105142593384
0.33404189348220825
0.08235388994216919
0.33094900846481323
0.269469678401947
0.25293803215026855
0.36011743545532227
0.13662338256835938
0.2948407530784607
0.23374879360198975
0.22208505868911743
0.3580637574195862
0.1685190200805664
0.3931790590286255
0.1789470911026001
0.10357403755187988
0.13148868083953857
0.11266201734542847
0.38628870248794556
0.1960611343383789
0.23168504238128662
0.37617969512939453
0.3627753257751465
0.372419536113739
0.2863134741783142
0.25873368978500366
0.3911854028701782
0.334377646446228
0.3548552393913269
0.3626393675804138
0.33507490158081055
0.33566075563430786
0.3640257716178894
0.32589781284332275
0.405264675617218
0.38650691509246826
0.3469516634941101
0.3722444176673889
0.392734169960022
0.3570318818092346
0.37259936332702637
0.3418094515800476
0.36145228147506714
0.3772267699241638
0.2815185785293579
0.3902367353439331
0.3551883101463318
0.3738746643066406
0.39677488803863525
0.366272509098053
0.42714327573776245
0.37404531240463257
0.4393409490585327
0.4063306450843811
0.4220333695411682
0.4212534427642822
0.4329565167427063
0.41344213485717773
0.4597127437591553
0.38921618461608887
0.484788715839386
0.3500060439109802
0.504104346036911
0.2447202205657959
0.49384230375289917
0.3241240978240967
0.4635680317878723
0.4673011898994446
0.35458076000213623
0.48730403184890747
0.35596370697021484
0.479910671710968
0.435066819190979
0.35498368740081787
0.42664164304733276
0.30301225185394287
0.3393799066543579
0.3766937851905823
0.3311561942100525
0.40848255157470703
0.37637078762054443
0.4287604093551636
0.45385438203811646
0.39518600702285767
0.4496164917945862
0.37547773122787476
0.3801438808441162
0.376242458820343
0.35571718215942383
0.4077368974685669
0.4404328465461731
0.3449949026107788
0.4291783571243286
0.39379221200942993
0.37716543674468994
0.4126017093658447
0.3125433325767517
0.4039841294288635
0.40860819816589355
0.3765661120414734
0.4048718214035034
0.3978482484817505
0.40018129348754883
0.40735048055648804
0.3745034337043762
0.4017627239227295
0.38201993703842163
0.37788474559783936
0.366341233253479
0.38106948137283325
0.3943691849708557
0.3622151017189026
0.3856595754623413
0.3566043972969055
0.3738565444946289
0.3158184885978699
0.37408447265625
0.31124114990234375
0.36372512578964233
0.23521482944488525
0.33120059967041016
0.18905550241470337
0.29919856786727905
0.23550200462341309
0.38207584619522095
0.3668442368507385
0.3436433672904968
0.3564082384109497
0.25742459297180176
0.35918664932250977
0.31072765588760376
0.3607836961746216
0.3370209336280823
0.3127552270889282
0.3617827892303467
0.25844693183898926
0.3491019606590271
0.250049889087677
0.3524368405342102
0.28420698642730713
0.3247489333152771
0.3257928490638733
0.2859644293785095
