MAE
0.9398988
0.73307776
0.51188785
0.12390795
0.34203047
0.43189275
0.42706612
0.37736812
0.30251402
0.22338289
0.15521906
0.13172147
0.13203539
0.16349855
0.20247442
0.22663729
0.23132096
0.21900061
0.19673334
0.17340337
0.1526056
0.1391564
0.13373663
0.13592249
0.14264052
0.15368104
0.16680802
0.17841329
0.18534039
0.18634287
0.18139154
0.17217822
0.16074045
0.15023544
0.14302155
0.14053114
0.14266081
0.14864556
0.15714353
0.16626967
0.17412221
0.17915235
0.1804278
0.1780712
0.17308234
0.16688336
0.16111583
0.15723488
0.15608348
0.15774263
0.1616547
0.16658211
0.17119801
0.17448868
0.17548922
0.17427231
0.17135003
0.16767283
0.16441756
0.16248626
0.1622393
0.16359507
0.16604012
0.16878882
0.17102043
0.1720186
0.17100528
0.16901943
0.16672455
0.1648139
0.16380155
0.16391079
0.16503175
0.16674668
0.16829146
0.16908692
0.16876264
0.16746333
0.16556698
0.16362913
0.16217038
0.16158666
0.16213147
0.16377679
0.16620506
0.16796213
0.1631014
0.15932256
0.1557028
0.15250868
0.14945513
0.14573103
0.14288056
0.14233048
0.13920628
0.13342932
0.12804778
0.12469249
0.1154965
0.11870343
0.10212437
0.102253065
0.13717437
0.15482691
0.1310888
0.116274804
0.11734373
0.11476261
0.10553005
0.095780514
0.111251034
0.13460428
0.10981997
0.0948303
0.09093858
0.10305322
0.10965741
0.10841505
0.09862256
0.086503476
0.08016699
0.08655694
0.12134617
0.1033467
0.08364872
0.08333263
0.09098948
0.09740967
0.094962746
0.08616356
0.07976283
0.07843735
0.081508964
0.08490099
0.08230291
0.07839129
0.07944114
0.082692
0.0800101
0.07217364
0.06651291
0.06359421
0.06709361
0.06950537
0.06834902
0.062289085
0.065772794
0.056622665
0.07008007
0.07152241
0.054173633
0.05178773
0.07159185
0.08285896
0.07488653
0.061320823
0.05854047
0.059881516
0.05805354
0.05553241
0.0565178
0.055847194
0.050867975
0.047857977
0.050267212
0.0517302
0.04706555
0.044265673
0.045799524
0.04768518
0.047869265
0.04828226
0.04849814
0.04600444
0.0440403
0.04449915
0.04297032
0.04142566
0.041395247
0.041325103
0.041444495
0.04174986
0.041945413
0.041799467
0.043805983
0.04321747
0.05067344
0.064800516
0.048786752
0.04603078
0.06368848
0.07640217
0.067236066
0.052089807
0.047413547
0.051912878
0.053544093
0.05181408
0.051249605
0.04958401
0.047089193
0.045769613
0.04606802
0.04993454
0.0537466
0.052806187
0.051205404
0.052561354
0.053678047
0.052388515
0.050583854
0.048353747
0.045916844
0.04447298
0.044003136
0.044878125
0.046151534
0.04578368
0.04460334
0.04427165
0.045206115
0.04642678
0.046026748
0.04515728
0.045258284
0.04647689
0.04570578
0.04368457
0.04360726
0.043972846
0.042172175
0.042422388
0.043226387
0.042584896
0.046682604
0.041513294
0.053303123
0.04704398
0.042594425
0.0499026
0.049398534
0.043378953
0.050565958
0.05572358
0.05164938
0.05589372
0.056515202
0.052247666
0.053910613
0.053182147
0.05041609
0.04985551
0.046167064
0.055914547
0.048696607
0.04285766
0.050723944
0.05015076
