Date_Time,KVNY,KBUR,KCQT
2012-03-01 00:35:00,,,48.16
2012-03-01 00:42:00,44.52,,
2012-03-01 00:46:00,,44.52,
2012-03-01 00:47:00,,,48.88
2012-03-01 00:51:00,43.98,,
2012-03-01 00:53:00,,44.88,
2012-03-01 01:31:00,,44.52,
2012-03-01 01:33:00,42.7,,
2012-03-01 01:47:00,,,48.88
2012-03-01 01:51:00,42.89,,
2012-03-01 01:53:00,,44.89,
2012-03-01 02:36:00,,,48.16
2012-03-01 02:47:00,,,46.89
2012-03-01 02:51:00,42.9,,
2012-03-01 02:53:00,,44.54,
2012-03-01 03:24:00,,,46.36
2012-03-01 03:27:00,,,46.36
2012-03-01 03:47:00,42.74,,44.9
2012-03-01 03:51:00,42.01,,
2012-03-01 03:53:00,,44.0,
2012-03-01 04:11:00,,,46.36
2012-03-01 04:31:00,42.74,,
2012-03-01 04:37:00,,,46.36
2012-03-01 04:47:00,,,45.99
2012-03-01 04:51:00,40.93,,
2012-03-01 04:52:00,,,46.36
2012-03-01 04:53:00,,42.92,
2012-03-01 05:26:00,,,46.36
2012-03-01 05:47:00,,,44.91
2012-03-01 05:51:00,34.91,,
2012-03-01 05:53:00,,40.94,
2012-03-01 06:47:00,,,44.91
2012-03-01 06:51:00,40.94,,
2012-03-01 06:53:00,,42.93,
2012-03-01 07:02:00,,,46.34
2012-03-01 07:32:00,,,44.54
2012-03-01 07:47:00,,,45.99
2012-03-01 07:51:00,40.91,,
2012-03-01 07:53:00,,42.91,
2012-03-01 08:47:00,,,45.96
2012-03-01 08:51:00,42.88,,
2012-03-01 08:53:00,,44.88,
2012-03-01 09:47:00,,,44.86
2012-03-01 09:51:00,32.91,,
2012-03-01 09:53:00,,43.96,
2012-03-01 10:47:00,,,42.86
2012-03-01 10:51:00,33.82,,
2012-03-01 10:53:00,,41.96,
2012-03-01 11:47:00,,,42.86
2012-03-01 11:51:00,31.84,,
2012-03-01 11:53:00,,40.87,
2012-03-01 12:47:00,,,44.85
2012-03-01 12:51:00,33.83,,
2012-03-01 12:53:00,,39.78,
2012-03-01 13:47:00,,,44.85
2012-03-01 13:51:00,39.8,,
2012-03-01 13:53:00,,42.86,
2012-03-01 14:47:00,,,43.94
2012-03-01 14:51:00,41.96,,
2012-03-01 14:53:00,,42.68,
2012-03-01 15:47:00,,,42.86
2012-03-01 15:51:00,40.87,,
2012-03-01 15:53:00,,41.95,
2012-03-01 16:47:00,,,38.88
2012-03-01 16:51:00,39.78,,
2012-03-01 16:53:00,,42.68,
2012-03-01 17:47:00,,,37.79
2012-03-01 17:51:00,38.88,,
2012-03-01 17:53:00,,39.78,
2012-03-01 18:47:00,,,37.79
2012-03-01 18:51:00,24.79,,
2012-03-01 18:53:00,,32.91,
2012-03-01 19:35:00,,28.21,
2012-03-01 19:47:00,,,44.87
2012-03-01 19:51:00,26.77,,
2012-03-01 19:53:00,,27.85,
2012-03-01 20:47:00,,,44.88
2012-03-01 20:51:00,29.83,,
2012-03-01 20:53:00,,28.75,
2012-03-01 21:47:00,,,34.89
2012-03-01 21:51:00,29.83,,
2012-03-01 21:53:00,,29.83,
2012-03-01 22:47:00,,,43.97
2012-03-01 22:51:00,30.73,,
2012-03-01 22:53:00,,29.83,
2012-03-01 23:47:00,,,43.98
2012-03-01 23:51:00,31.82,,
2012-03-01 23:53:00,,30.74,
2012-03-02 00:47:00,,,43.98
2012-03-02 00:51:00,31.82,,
2012-03-02 00:53:00,,34.89,
2012-03-02 01:47:00,,,43.98
2012-03-02 01:51:00,33.81,,
2012-03-02 01:53:00,,42.01,
2012-03-02 02:47:00,,,43.99
2012-03-02 02:51:00,32.91,,
2012-03-02 02:53:00,,42.02,
2012-03-02 03:47:00,,,42.92
2012-03-02 03:51:00,32.91,,
2012-03-02 03:53:00,,40.94,
2012-03-02 04:47:00,,,42.92
2012-03-02 04:51:00,32.91,,
2012-03-02 04:53:00,,38.95,
2012-03-02 05:47:00,,,42.02
2012-03-02 05:51:00,28.74,,
2012-03-02 05:53:00,,37.86,
2012-03-02 06:47:00,,,42.93
2012-03-02 06:51:00,27.83,,
2012-03-02 06:53:00,,37.86,
2012-03-02 07:47:00,,,41.98
2012-03-02 07:51:00,21.73,,
2012-03-02 07:53:00,,39.8,
2012-03-02 08:47:00,,,41.96
2012-03-02 08:51:00,17.8,,
2012-03-02 08:53:00,,40.89,
2012-03-02 09:47:00,,,41.95
2012-03-02 09:51:00,13.92,,
2012-03-02 09:53:00,,37.79,
2012-03-02 10:47:00,,,39.8
2012-03-02 10:51:00,13.97,,
2012-03-02 10:53:00,,29.88,
2012-03-02 11:47:00,,,34.95
2012-03-02 11:51:00,6.16,,
2012-03-02 11:53:00,,20.99,
2012-03-02 12:47:00,,,31.93
2012-03-02 12:51:00,2.14,,
2012-03-02 12:53:00,,19.06,
2012-03-02 13:23:00,,-0.04,
2012-03-02 13:47:00,,,28.88
2012-03-02 13:51:00,-2.6,,
2012-03-02 13:53:00,,-5.53,
2012-03-02 14:47:00,,,28.88
2012-03-02 14:51:00,-11.36,,
2012-03-02 14:53:00,,-6.59,
2012-03-02 15:23:00,,23.0,
2012-03-02 15:47:00,,,29.91
2012-03-02 15:51:00,-12.43,,
2012-03-02 15:53:00,,24.06,
2012-03-02 16:47:00,,,27.94
2012-03-02 16:51:00,-14.38,,
2012-03-02 16:53:00,,28.31,
2012-03-02 17:47:00,,,29.89
2012-03-02 17:51:00,-13.63,,
2012-03-02 17:53:00,,27.9,
2012-03-02 18:47:00,,,31.84
2012-03-02 18:51:00,-15.54,,
2012-03-02 18:53:00,,22.88,
2012-03-02 19:47:00,,,33.82
2012-03-02 19:51:00,-11.62,,
2012-03-02 19:53:00,,24.81,
2012-03-02 20:47:00,,,34.9
2012-03-02 20:51:00,-12.7,,
2012-03-02 20:53:00,,21.03,
2012-03-02 21:47:00,,,35.8
2012-03-02 21:51:00,-10.74,,
2012-03-02 21:53:00,,19.73,
2012-03-02 22:47:00,,,33.81
2012-03-02 22:51:00,-9.72,,
2012-03-02 22:53:00,,18.81,
2012-03-02 23:47:00,,,32.91
2012-03-02 23:51:00,-7.78,,
2012-03-02 23:53:00,,20.79,
2012-03-03 00:47:00,,,31.82
2012-03-03 00:51:00,-5.91,,
2012-03-03 00:53:00,,17.36,
2012-03-03 01:47:00,,,24.76
2012-03-03 01:51:00,6.77,,
2012-03-03 01:53:00,,18.8,
2012-03-03 02:47:00,,,23.86
2012-03-03 02:51:00,5.87,,
2012-03-03 02:53:00,,15.74,
2012-03-03 03:47:00,,,20.79
2012-03-03 03:51:00,9.79,,
2012-03-03 03:53:00,,19.7,
2012-03-03 04:47:00,,,17.73
2012-03-03 04:51:00,9.8,,
2012-03-03 04:53:00,,17.71,
2012-03-03 05:32:00,1.33,,
2012-03-03 05:47:00,,,17.73
2012-03-03 05:51:00,-2.04,,
2012-03-03 05:53:00,,19.7,
2012-03-03 06:47:00,,,19.71
2012-03-03 06:51:00,-0.06,,
2012-03-03 06:53:00,,20.78,
2012-03-03 07:47:00,,,19.74
2012-03-03 07:51:00,-0.87,,
2012-03-03 07:53:00,,20.8,
2012-03-03 08:47:00,,,21.79
2012-03-03 08:51:00,1.19,,
2012-03-03 08:53:00,,19.23,
2012-03-03 09:47:00,,,19.02
2012-03-03 09:51:00,2.21,,
2012-03-03 09:53:00,,15.9,
2012-03-03 10:47:00,,,16.06
2012-03-03 10:51:00,3.31,,
2012-03-03 10:53:00,,15.1,
2012-03-03 11:47:00,,,19.12
2012-03-03 11:51:00,5.3,,
2012-03-03 11:53:00,,10.22,
2012-03-03 12:47:00,,,22.02
2012-03-03 12:51:00,6.43,,
2012-03-03 12:53:00,,13.12,
2012-03-03 13:47:00,,,16.13
2012-03-03 13:51:00,10.4,,
2012-03-03 13:53:00,,15.99,
2012-03-03 14:47:00,,,15.23
2012-03-03 14:51:00,6.52,,
2012-03-03 14:53:00,,15.99,
2012-03-03 15:47:00,,,19.09
2012-03-03 15:51:00,12.3,,
2012-03-03 15:53:00,,14.17,
2012-03-03 16:47:00,,,19.08
2012-03-03 16:51:00,13.12,,
2012-03-03 16:53:00,,16.08,
2012-03-03 17:47:00,,,29.93
2012-03-03 17:51:00,15.13,,
2012-03-03 17:53:00,,17.97,
2012-03-03 18:47:00,,,33.86
2012-03-03 18:51:00,17.95,,
2012-03-03 18:53:00,,18.98,
2012-03-03 19:47:00,,,35.82
2012-03-03 19:51:00,10.93,,
2012-03-03 19:53:00,,22.87,
2012-03-03 20:47:00,,,37.8
2012-03-03 20:51:00,10.93,,
2012-03-03 20:53:00,,22.84,
2012-03-03 21:47:00,,,36.89
2012-03-03 21:51:00,8.99,,
2012-03-03 21:53:00,,21.03,
2012-03-03 22:47:00,,,31.83
2012-03-03 22:51:00,16.91,,
2012-03-03 22:53:00,,22.82,
2012-03-03 23:47:00,,,31.83
2012-03-03 23:51:00,18.85,,
2012-03-03 23:53:00,,24.78,
2012-03-04 00:47:00,,,28.75
2012-03-04 00:51:00,18.86,,
2012-03-04 00:53:00,,25.87,
2012-03-04 01:47:00,,,21.76
2012-03-04 01:51:00,20.8,,
2012-03-04 01:53:00,,24.78,
2012-03-04 02:47:00,,,21.74
2012-03-04 02:51:00,19.73,,
2012-03-04 02:53:00,,25.86,
2012-03-04 03:47:00,,,22.81
2012-03-04 03:51:00,17.76,,
2012-03-04 03:53:00,,25.85,
2012-03-04 04:47:00,,,22.81
2012-03-04 04:51:00,14.93,,
2012-03-04 04:53:00,,26.39,
2012-03-04 05:47:00,,,23.88
2012-03-04 05:51:00,18.82,,
2012-03-04 05:53:00,,26.39,
2012-03-04 06:47:00,,,24.78
2012-03-04 06:51:00,10.02,,
2012-03-04 06:53:00,,27.84,
2012-03-04 07:47:00,,,24.84
2012-03-04 07:51:00,12.03,,
2012-03-04 07:53:00,,27.87,
2012-03-04 08:47:00,,,22.96
2012-03-04 08:51:00,14.08,,
2012-03-04 08:53:00,,25.97,
2012-03-04 09:47:00,,,26.99
2012-03-04 09:51:00,15.25,,
2012-03-04 09:53:00,,21.97,
2012-03-04 10:47:00,,,26.22
2012-03-04 10:51:00,15.34,,
2012-03-04 10:53:00,,20.09,
2012-03-04 11:47:00,,,24.3
2012-03-04 11:51:00,17.4,,
2012-03-04 11:53:00,,20.18,
2012-03-04 12:47:00,,,23.27
2012-03-04 12:51:00,17.41,,
2012-03-04 12:53:00,,19.35,
2012-03-04 13:47:00,,,22.23
2012-03-04 13:51:00,16.37,,
2012-03-04 13:53:00,,19.39,
2012-03-04 14:47:00,,,25.28
2012-03-04 14:51:00,17.48,,
2012-03-04 14:53:00,,18.34,
2012-03-04 15:47:00,,,25.21
2012-03-04 15:51:00,17.48,,
2012-03-04 15:53:00,,18.34,
2012-03-04 16:47:00,,,23.17
2012-03-04 16:51:00,15.46,,
2012-03-04 16:53:00,,22.21,
2012-03-04 17:47:00,,,23.08
2012-03-04 17:51:00,16.26,,
2012-03-04 17:53:00,,23.16,
2012-03-04 18:47:00,,,26.02
2012-03-04 18:51:00,21.08,,
2012-03-04 18:53:00,,22.02,
2012-03-04 19:47:00,,,29.94
2012-03-04 19:51:00,21.92,,
2012-03-04 19:53:00,,26.01,
2012-03-04 20:47:00,,,34.93
2012-03-04 20:51:00,23.99,,
2012-03-04 20:53:00,,27.94,
2012-03-04 21:47:00,,,36.91
2012-03-04 21:51:00,20.95,,
2012-03-04 21:53:00,,25.97,
2012-03-04 22:47:00,,,37.8
2012-03-04 22:51:00,22.87,,
2012-03-04 22:53:00,,26.83,
2012-03-04 23:47:00,,,31.85
2012-03-04 23:51:00,26.78,,
2012-03-04 23:53:00,,29.85,
2012-03-05 00:47:00,,,28.81
2012-03-05 00:51:00,27.85,,
2012-03-05 00:53:00,,29.84,
2012-03-05 01:47:00,,,31.84
2012-03-05 01:51:00,29.83,,
2012-03-05 01:53:00,,28.76,
2012-03-05 02:47:00,,,33.82
2012-03-05 02:51:00,31.82,,
2012-03-05 02:53:00,,29.84,
2012-03-05 03:47:00,,,29.88
2012-03-05 03:51:00,30.73,,
2012-03-05 03:53:00,,26.42,
2012-03-05 04:47:00,,,34.9
2012-03-05 04:51:00,31.82,,
2012-03-05 04:53:00,,30.74,
2012-03-05 05:47:00,,,33.81
2012-03-05 05:51:00,31.82,,
2012-03-05 05:53:00,,32.91,
2012-03-05 06:47:00,,,36.88
2012-03-05 06:51:00,33.81,,
2012-03-05 06:53:00,,32.91,
2012-03-05 07:47:00,,,36.9
2012-03-05 07:51:00,31.84,,
2012-03-05 07:53:00,,29.88,
2012-03-05 08:47:00,,,34.98
2012-03-05 08:51:00,27.94,,
2012-03-05 08:53:00,,31.91,
2012-03-05 09:47:00,,,29.98
2012-03-05 09:51:00,26.99,,
2012-03-05 09:53:00,,26.95,
2012-03-05 10:47:00,,,30.05
2012-03-05 10:51:00,23.16,,
2012-03-05 10:53:00,,26.1,
2012-03-05 11:47:00,,,32.08
2012-03-05 11:51:00,25.14,,
2012-03-05 11:53:00,,26.18,
2012-03-05 12:47:00,,,31.03
2012-03-05 12:51:00,25.18,,
2012-03-05 12:53:00,,24.27,
2012-03-05 13:47:00,,,44.98
2012-03-05 13:51:00,27.14,,
2012-03-05 13:53:00,,28.17,
2012-03-05 14:47:00,,,42.96
2012-03-05 14:51:00,28.21,,
2012-03-05 14:53:00,,35.12,
2012-03-05 15:47:00,,,42.04
2012-03-05 15:51:00,29.07,,
2012-03-05 15:53:00,,33.16,
2012-03-05 16:47:00,,,38.95
2012-03-05 16:51:00,27.05,,
2012-03-05 16:53:00,,33.83,
2012-03-05 17:47:00,,,40.9
2012-03-05 17:51:00,30.88,,
2012-03-05 17:53:00,,35.9,
2012-03-05 18:47:00,,,43.95
2012-03-05 18:51:00,31.91,,
2012-03-05 18:53:00,,33.9,
2012-03-05 19:47:00,,,44.85
2012-03-05 19:51:00,31.89,,
2012-03-05 19:53:00,,38.9,
2012-03-05 20:47:00,,,49.93
2012-03-05 20:51:00,31.87,,
2012-03-05 20:53:00,,38.89,
2012-03-05 21:47:00,,,49.94
2012-03-05 21:51:00,36.89,,
2012-03-05 21:53:00,,43.94,
2012-03-05 22:47:00,,,51.06
2012-03-05 22:51:00,41.96,,
2012-03-05 22:53:00,,42.68,
2012-03-05 23:24:00,,,49.96
2012-03-05 23:38:00,,,49.98
2012-03-05 23:47:00,,,49.98
2012-03-05 23:51:00,41.96,,
2012-03-05 23:53:00,,42.86,
2012-03-06 00:00:00,,,49.98
2012-03-06 00:12:00,,,51.8
2012-03-06 00:22:00,,,49.98
2012-03-06 00:26:00,,,49.98
2012-03-06 00:39:00,,,50.0
2012-03-06 00:47:00,,,50.0
2012-03-06 00:51:00,39.79,,
2012-03-06 00:52:00,,,49.98
2012-03-06 00:53:00,,42.87,
2012-03-06 01:28:00,,,49.98
2012-03-06 01:40:00,,,49.98
2012-03-06 01:47:00,,,49.99
2012-03-06 01:51:00,37.8,,
2012-03-06 01:53:00,,42.88,
2012-03-06 02:26:00,,,51.8
2012-03-06 02:37:00,,,51.8
2012-03-06 02:47:00,,,51.07
2012-03-06 02:51:00,38.9,,
2012-03-06 02:53:00,,46.89,
2012-03-06 03:02:00,,,51.8
2012-03-06 03:06:00,,46.38,
2012-03-06 03:10:00,,48.2,
2012-03-06 03:17:00,,48.2,
2012-03-06 03:29:00,,,51.78
2012-03-06 03:47:00,,,51.05
2012-03-06 03:49:00,,48.2,
2012-03-06 03:51:00,44.9,,
2012-03-06 03:53:00,,48.01,
2012-03-06 04:34:00,46.38,,
2012-03-06 04:43:00,46.38,,
2012-03-06 04:47:00,,,47.97
2012-03-06 04:51:00,44.03,,
2012-03-06 04:53:00,,46.92,
2012-03-06 05:00:00,44.55,,
2012-03-06 05:35:00,,46.36,
2012-03-06 05:47:00,,,46.88
2012-03-06 05:51:00,45.99,,
2012-03-06 05:53:00,,46.89,
2012-03-06 06:47:00,,,46.88
2012-03-06 06:51:00,45.99,,
2012-03-06 06:53:00,,45.99,
2012-03-06 07:47:00,,,46.87
2012-03-06 07:51:00,43.98,,
2012-03-06 07:53:00,,45.99,
2012-03-06 08:38:00,,,46.33
2012-03-06 08:47:00,,,46.86
2012-03-06 08:51:00,43.98,,
2012-03-06 08:53:00,,44.89,
2012-03-06 09:47:00,,,46.86
2012-03-06 09:51:00,43.97,,
2012-03-06 09:53:00,,45.97,
2012-03-06 10:47:00,,,47.95
2012-03-06 10:51:00,43.96,,
2012-03-06 10:53:00,,44.87,
2012-03-06 11:29:00,,,48.12
2012-03-06 11:47:00,,,47.94
2012-03-06 11:51:00,43.95,,
2012-03-06 11:52:00,,,48.12
2012-03-06 11:53:00,,45.95,
2012-03-06 12:23:00,,46.31,
2012-03-06 12:30:00,,46.32,
2012-03-06 12:33:00,,,46.31
2012-03-06 12:47:00,,,44.85
2012-03-06 12:51:00,42.86,,
2012-03-06 12:53:00,,44.86,
2012-03-06 13:21:00,,,44.5
2012-03-06 13:24:00,42.69,,
2012-03-06 13:26:00,,,44.5
2012-03-06 13:28:00,,42.69,
2012-03-06 13:31:00,,,44.5
2012-03-06 13:47:00,,,45.95
2012-03-06 13:51:00,43.95,,
2012-03-06 13:53:00,,44.87,
2012-03-06 14:13:00,44.5,,
2012-03-06 14:30:00,,44.5,
2012-03-06 14:42:00,,,44.5
2012-03-06 14:47:00,,,44.86
2012-03-06 14:51:00,43.95,,
2012-03-06 14:53:00,,42.88,
2012-03-06 15:06:00,,,44.5
2012-03-06 15:27:00,,,37.25
2012-03-06 15:47:00,,,38.88
2012-03-06 15:51:00,40.87,,
2012-03-06 15:53:00,,40.88,
2012-03-06 16:47:00,,,42.87
2012-03-06 16:51:00,40.87,,
2012-03-06 16:53:00,,40.88,
2012-03-06 17:47:00,,,41.97
2012-03-06 17:51:00,39.79,,
2012-03-06 17:53:00,,40.89,
2012-03-06 18:47:00,,,41.97
2012-03-06 18:51:00,33.81,,
2012-03-06 18:53:00,,39.8,
2012-03-06 19:17:00,20.98,,
2012-03-06 19:47:00,,,40.88
2012-03-06 19:51:00,18.81,,
2012-03-06 19:53:00,,20.8,
2012-03-06 20:47:00,,,22.79
2012-03-06 20:51:00,16.83,,
2012-03-06 20:53:00,,18.81,
2012-03-06 21:47:00,,,16.85
2012-03-06 21:51:00,11.79,,
2012-03-06 21:53:00,,12.7,
2012-03-06 22:47:00,,,17.75
2012-03-06 22:51:00,13.77,,
2012-03-06 22:53:00,,13.76,
2012-03-06 23:47:00,,,15.76
2012-03-06 23:51:00,13.76,,
2012-03-06 23:53:00,,14.84,
2012-03-07 00:47:00,,,14.86
2012-03-07 00:51:00,10.7,,
2012-03-07 00:53:00,,12.68,
2012-03-07 01:47:00,,,13.77
2012-03-07 01:51:00,9.8,,
2012-03-07 01:53:00,,11.77,
2012-03-07 02:47:00,,,13.77
2012-03-07 02:51:00,10.69,,
2012-03-07 02:53:00,,11.77,
2012-03-07 03:47:00,,,12.69
2012-03-07 03:51:00,11.77,,
2012-03-07 03:53:00,,12.67,
2012-03-07 04:47:00,,,12.69
2012-03-07 04:51:00,11.76,,
2012-03-07 04:53:00,,12.67,
2012-03-07 05:47:00,,,13.76
2012-03-07 05:51:00,11.76,,
2012-03-07 05:53:00,,12.66,
2012-03-07 06:47:00,,,10.7
2012-03-07 06:51:00,9.78,,
2012-03-07 06:53:00,,7.81,
2012-03-07 07:47:00,,,11.8
2012-03-07 07:51:00,10.69,,
2012-03-07 07:53:00,,5.86,
2012-03-07 08:47:00,,,8.79
2012-03-07 08:51:00,1.77,,
2012-03-07 08:53:00,,0.9,
2012-03-07 09:47:00,,,4.91
2012-03-07 09:51:00,-0.14,,
2012-03-07 09:53:00,,-1.03,
2012-03-07 10:47:00,,,4.92
2012-03-07 10:51:00,-0.08,,
2012-03-07 10:53:00,,2.93,
2012-03-07 11:47:00,,,8.88
2012-03-07 11:51:00,-0.02,,
2012-03-07 11:53:00,,1.02,
2012-03-07 12:47:00,,,6.03
2012-03-07 12:51:00,-0.87,,
2012-03-07 12:53:00,,3.0,
2012-03-07 13:47:00,,,10.86
2012-03-07 13:51:00,2.02,,
2012-03-07 13:53:00,,3.91,
2012-03-07 14:47:00,,,15.85
2012-03-07 14:51:00,2.04,,
2012-03-07 14:53:00,,13.91,
2012-03-07 15:26:00,15.7,,
2012-03-07 15:47:00,,,24.8
2012-03-07 15:51:00,16.92,,
2012-03-07 15:53:00,,17.44,
2012-03-07 16:47:00,,,26.77
2012-03-07 16:51:00,21.76,,
2012-03-07 16:53:00,,25.87,
2012-03-07 17:47:00,,,33.81
2012-03-07 17:51:00,27.84,,
2012-03-07 17:53:00,,30.73,
2012-03-07 18:47:00,,,36.9
2012-03-07 18:51:00,28.74,,
2012-03-07 18:53:00,,31.82,
2012-03-07 19:47:00,,,36.9
2012-03-07 19:51:00,31.82,,
2012-03-07 19:53:00,,33.82,
2012-03-07 20:47:00,,,37.81
2012-03-07 20:51:00,32.92,,
2012-03-07 20:53:00,,33.83,
2012-03-07 21:47:00,,,38.9
2012-03-07 21:51:00,32.92,,
2012-03-07 21:53:00,,25.85,
2012-03-07 22:47:00,,,38.91
2012-03-07 22:51:00,31.84,,
2012-03-07 22:53:00,,24.76,
2012-03-07 23:47:00,,,35.83
2012-03-07 23:51:00,30.76,,
2012-03-07 23:53:00,,23.87,
2012-03-08 00:47:00,,,34.93
2012-03-08 00:51:00,30.78,,
2012-03-08 00:53:00,,19.7,
2012-03-08 01:47:00,,,34.94
2012-03-08 01:51:00,29.87,,
2012-03-08 01:53:00,,19.7,
2012-03-08 02:47:00,,,34.93
2012-03-08 02:51:00,25.87,,
2012-03-08 02:53:00,,19.16,
2012-03-08 03:47:00,,,30.76
2012-03-08 03:51:00,22.79,,
2012-03-08 03:53:00,,19.7,
2012-03-08 04:47:00,,,31.87
2012-03-08 04:51:00,23.88,,
2012-03-08 04:53:00,,22.79,
2012-03-08 05:47:00,,,31.87
2012-03-08 05:51:00,19.71,,
2012-03-08 05:53:00,,21.71,
2012-03-08 06:47:00,,,31.86
2012-03-08 06:51:00,22.79,,
2012-03-08 06:53:00,,18.8,
2012-03-08 07:47:00,,,31.82
2012-03-08 07:51:00,9.88,,
2012-03-08 07:53:00,,19.17,
2012-03-08 08:47:00,,,28.77
2012-03-08 08:51:00,16.9,,
2012-03-08 08:53:00,,16.88,
2012-03-08 09:47:00,,,18.98
2012-03-08 09:51:00,10.9,,
2012-03-08 09:53:00,,12.85,
2012-03-08 10:47:00,,,15.08
2012-03-08 10:51:00,11.03,,
2012-03-08 10:53:00,,12.22,
2012-03-08 11:47:00,,,14.05
2012-03-08 11:51:00,5.24,,
2012-03-08 11:53:00,,12.09,
2012-03-08 12:47:00,,,15.13
2012-03-08 12:51:00,6.4,,
2012-03-08 12:53:00,,13.03,
2012-03-08 13:47:00,,,16.03
2012-03-08 13:51:00,5.4,,
2012-03-08 13:53:00,,17.14,
2012-03-08 14:47:00,,,14.08
2012-03-08 14:51:00,4.35,,
2012-03-08 14:53:00,,15.17,
2012-03-08 15:47:00,,,19.0
2012-03-08 15:51:00,10.3,,
2012-03-08 15:53:00,,14.05,
2012-03-08 16:47:00,,,19.87
2012-03-08 16:51:00,14.08,,
2012-03-08 16:53:00,,12.22,
2012-03-08 17:47:00,,,20.91
2012-03-08 17:51:00,15.05,,
2012-03-08 17:53:00,,15.94,
2012-03-08 18:47:00,,,23.93
2012-03-08 18:51:00,15.9,,
2012-03-08 18:53:00,,16.96,
2012-03-08 19:47:00,,,26.79
2012-03-08 19:51:00,18.9,,
2012-03-08 19:53:00,,21.03,
2012-03-08 20:47:00,,,30.74
2012-03-08 20:51:00,20.84,,
2012-03-08 20:53:00,,19.75,
2012-03-08 21:47:00,,,25.88
2012-03-08 21:51:00,23.88,,
2012-03-08 21:53:00,,19.73,
2012-03-08 22:47:00,,,22.82
2012-03-08 22:51:00,23.87,,
2012-03-08 22:53:00,,21.7,
2012-03-08 23:47:00,,,25.86
2012-03-08 23:51:00,22.78,,
2012-03-08 23:53:00,,17.74,
2012-03-09 00:47:00,,,27.84
2012-03-09 00:51:00,26.75,,
2012-03-09 00:53:00,,18.81,
2012-03-09 01:47:00,,,27.83
2012-03-09 01:51:00,23.86,,
2012-03-09 01:53:00,,15.77,
2012-03-09 02:47:00,,,28.74
2012-03-09 02:51:00,20.79,,
2012-03-09 02:53:00,,19.17,
2012-03-09 03:47:00,,,26.75
2012-03-09 03:51:00,17.72,,
2012-03-09 03:53:00,,21.69,
2012-03-09 04:47:00,,,27.84
2012-03-09 04:51:00,18.8,,
2012-03-09 04:53:00,,16.82,
2012-03-09 05:47:00,,,27.84
2012-03-09 05:51:00,17.73,,
2012-03-09 05:53:00,,17.71,
2012-03-09 06:37:00,8.53,,
2012-03-09 06:47:00,,,28.74
2012-03-09 06:51:00,7.99,,
2012-03-09 06:53:00,,18.8,
2012-03-09 07:47:00,,,19.79
2012-03-09 07:51:00,10.05,,
2012-03-09 07:53:00,,17.74,
2012-03-09 08:47:00,,,19.0
2012-03-09 08:51:00,12.09,,
2012-03-09 08:53:00,,15.01,
2012-03-09 09:47:00,,,19.15
2012-03-09 09:51:00,13.12,,
2012-03-09 09:53:00,,19.08,
2012-03-09 10:47:00,,,22.08
2012-03-09 10:51:00,12.3,,
2012-03-09 10:53:00,,15.3,
2012-03-09 11:47:00,,,14.31
2012-03-09 11:51:00,14.25,,
2012-03-09 11:53:00,,14.25,
2012-03-09 12:47:00,,,17.33
2012-03-09 12:51:00,12.38,,
2012-03-09 12:53:00,,15.37,
2012-03-09 13:47:00,,,19.29
2012-03-09 13:51:00,12.46,,
2012-03-09 13:53:00,,16.24,
2012-03-09 14:47:00,,,21.21
2012-03-09 14:51:00,10.51,,
2012-03-09 14:53:00,,17.31,
2012-03-09 15:47:00,,,20.07
2012-03-09 15:51:00,6.61,,
2012-03-09 15:53:00,,17.26,
2012-03-09 16:47:00,,,21.97
2012-03-09 16:51:00,5.5,,
2012-03-09 16:53:00,,16.13,
2012-03-09 17:47:00,,,24.94
2012-03-09 17:51:00,16.08,,
2012-03-09 17:53:00,,17.16,
2012-03-09 18:47:00,,,29.91
2012-03-09 18:51:00,17.08,,
2012-03-09 18:53:00,,19.03,
2012-03-09 19:47:00,,,31.89
2012-03-09 19:51:00,18.98,,
2012-03-09 19:53:00,,19.87,
2012-03-09 20:47:00,,,32.94
2012-03-09 20:51:00,17.88,,
2012-03-09 20:53:00,,21.79,
2012-03-09 21:47:00,,,31.84
2012-03-09 21:51:00,19.89,,
2012-03-09 21:53:00,,19.78,
2012-03-09 22:47:00,,,29.87
2012-03-09 22:51:00,19.87,,
2012-03-09 22:53:00,,18.84,
2012-03-09 23:47:00,,,31.83
2012-03-09 23:51:00,15.08,,
2012-03-09 23:53:00,,18.82,
2012-03-10 00:47:00,,,31.82
2012-03-10 00:51:00,12.86,,
2012-03-10 00:53:00,,16.84,
2012-03-10 01:47:00,,,29.83
2012-03-10 01:51:00,10.05,,
2012-03-10 01:53:00,,13.81,
2012-03-10 02:47:00,,,28.74
2012-03-10 02:51:00,10.05,,
2012-03-10 02:53:00,,13.82,
2012-03-10 03:47:00,,,29.83
2012-03-10 03:51:00,15.79,,
2012-03-10 03:53:00,,20.79,
2012-03-10 04:47:00,,,23.89
2012-03-10 04:51:00,16.86,,
2012-03-10 04:53:00,,21.69,
2012-03-10 05:47:00,,,23.88
2012-03-10 05:51:00,20.79,,
2012-03-10 05:53:00,,21.69,
2012-03-10 06:47:00,,,31.82
2012-03-10 06:51:00,24.76,,
2012-03-10 06:53:00,,17.36,
2012-03-10 07:47:00,,,28.76
2012-03-10 07:51:00,22.81,,
2012-03-10 07:53:00,,21.03,
2012-03-10 08:47:00,,,28.8
2012-03-10 08:51:00,22.88,,
