MAE
0.83287716
0.5549848
0.39379418
0.26856562
0.095348425
0.2235199
0.27706423
0.24631913
0.17220409
0.13138296
0.13089193
0.12538955
0.11055796
0.101833254
0.107000135
0.12366782
0.13158521
0.123494655
0.10248062
0.084677525
0.07991604
0.08372615
0.08395512
0.07818958
0.06980307
0.07047587
0.07522007
0.077294104
0.07302899
0.061916325
0.05103876
0.04834657
0.05068361
0.052540347
0.05189499
0.051687688
0.052595936
0.054349408
0.054506533
0.05139841
0.04682464
0.044399563
0.04436334
0.04462175
0.043710206
0.04206796
0.041305184
0.042211644
0.043137398
0.042341612
0.040636282
0.04019147
0.040725812
0.04147809
0.041465145
0.040680468
0.04000256
0.039952517
0.03997691
0.03947955
0.038698573
0.038397763
0.038714785
0.03898136
0.038873002
0.038495123
0.038156267
0.038148273
0.038218338
0.038235545
0.03833601
0.038585994
0.03870396
0.03859244
0.03830474
0.038009632
0.03784778
0.037748855
0.037734028
0.03790591
0.038200278
0.038413975
0.038436133
0.03827477
0.03803835
0.03787109
0.0378209
0.037786283
0.0378071
0.037875216
0.037910122
0.037859954
0.037765995
0.03767274
0.037634574
0.03766834
0.037751026
0.037861083
0.03793576
0.037933033
0.037865717
0.037797954
0.037764575
0.037744243
0.037727296
0.03773685
0.037749697
0.037732933
0.037696853
0.037671786
0.037670612
0.03769041
0.037733756
0.037781958
0.037819985
0.0378204
0.037798032
0.037782975
0.03776977
0.03777979
0.037768755
0.037777085
0.037777644
0.03776814
0.037748948
0.03773883
0.037737202
0.037725314
0.03773482
0.037765946
0.03780011
0.0378184
0.037819285
0.03781339
0.03780969
0.037846856
0.037878044
0.03797321
0.038108494
0.037754014
0.037910163
0.037886962
0.037897304
0.03797768
0.037885685
0.037846547
0.03784517
0.038024936
0.038302768
0.03851959
0.038539305
0.038429804
0.03836022
0.03836699
0.038470358
0.038511336
0.038432233
0.038334377
0.03831518
0.038406305
0.03854648
0.038655203
0.03862607
0.038691647
0.0386439
0.038767092
0.03892367
0.038977638
0.039056428
0.03863927
0.038832102
0.03909232
0.038795855
0.03890015
0.039338592
0.039192516
0.03839058
0.037928246
0.03815827
0.038987294
0.039316807
0.038619056
0.038234267
0.037913125
0.038091943
0.038644098
0.038656633
0.03849279
0.03856905
0.03830717
0.03784362
0.03768148
0.037771173
0.037936755
0.038199436
0.038321953
0.038292117
0.03806892
0.037807927
0.037735287
0.03806523
0.037985757
0.041538134
0.03807263
0.045044012
0.061759915
0.04707684
0.04194053
0.04147853
0.041119892
0.04085376
0.039210696
0.03752456
0.037600797
0.039404638
0.040750246
0.039535623
0.03639137
0.034753058
0.036508907
0.038578637
0.037948113
0.038049474
0.04103724
0.04170294
0.039330646
0.040493235
0.04141973
0.0414246
0.04224133
0.04198274
0.040346947
0.04401703
0.045605335
0.047029063
0.043833937
0.04861274
0.039557014
0.0473616
0.057709362
0.04769551
0.049692776
0.054092422
0.0492328
0.054262523
0.04794981
0.04247703
0.049864843
0.052551977
